Title,Year,Architects,Product,Category,Image
Lopez Island Residence / David Vandervort Architects,2011,David Vandervort Architects,Wood,Houses,https://images.adsttc.com/media/images/5014/8927/28ba/0d39/5000/03fd/newsletter/stringio.jpg?1413996039
Times Eureka Pavilion / Nex Architecture,2011,"Nex Architecture / Alan Dempsey, Paul Loh, Michal Piasecki, Tomasz Starczewski, James Chung",Wood,Others,https://images.adsttc.com/media/images/5014/a732/28ba/0d39/5000/0b5b/newsletter/stringio.jpg?1419161780
Torrelles Public Houses / BBarquitectes,2011,B,Wood,Apartments,https://images.adsttc.com/media/images/5014/afa0/28ba/0d39/5000/0d47/newsletter/stringio.jpg?1427961792
Casey Key Guest House / Sweet Sparkman Architects,2011,Sweet Sparkman Architects,Wood,Houses,https://images.adsttc.com/media/images/5031/846d/28ba/0d18/3000/0306/newsletter/stringio.jpg?1375467986
Kokura Tanaka House / Akinari Tanaka + POI + Nawakenjimu + Lapin,2011,Akinari Tanaka + POI + Nawakenjimu + Lapin,Wood,Houses,https://images.adsttc.com/media/images/5038/3922/28ba/0d59/9b00/14de/newsletter/stringio.jpg?1414200710
House A / Moure Rivera Arquitectos,2011,"Moure Rivera Arquitectos / Francisco Moure, Fernando Dominguez",Wood,Houses,https://images.adsttc.com/media/images/5014/acba/28ba/0d39/5000/0c98/newsletter/stringio.jpg?1413994508
The Pavilion Synopsis / Studio M,2011,Studio M,Wood,Others,https://images.adsttc.com/media/images/5031/6beb/28ba/0d0b/df00/000b/newsletter/stringio.jpg?1414256258
Casa Vlady: House Refurbishment / BVW Arquitectos,2011,"BVW Arquitectos / Matias Beccar Varela, Ariana Werber",Wood,Renovation,https://images.adsttc.com/media/images/5014/ce2c/28ba/0d58/2800/05f5/newsletter/stringio.jpg?1414582022
Toledo Apartment Renovation / Romero Vallejo Arquitectos,2011,Romero Vallejo Arquitectos,Wood,Others,https://images.adsttc.com/media/images/5014/cda9/28ba/0d58/2800/05d7/newsletter/stringio.jpg?1361413483
Early Childhood Center / Clermont Architectes,2011,Clermont Architectes,Wood,Others,https://images.adsttc.com/media/images/5014/cef9/28ba/0d58/2800/0630/newsletter/stringio.jpg?1414221509
United Tannery & Boot Factory Refurbishment / Wolveridge Architects,2011,Wolveridge Architects,Wood,Renovation,https://images.adsttc.com/media/images/5014/e422/28ba/0d58/2800/0b34/newsletter/stringio.jpg?1414020553
Hirozakari Sake Brewery / Kunihiko Matsuba  + Ksuke Fukushima,2011,Kunihiko Matsuba ‘∫„ Ksuke Fukushima,Wood,Others,https://images.adsttc.com/media/images/5014/f1e1/28ba/0d58/2800/0e20/newsletter/stringio.jpg?1414405718
Layered House / Jun Igarashi Architects,2011,Jun Igarashi Architects,Wood,Houses,https://images.adsttc.com/media/images/5014/d14a/28ba/0d58/2800/06c5/newsletter/stringio.jpg?1361420174
Pulpit Rock Mountain Lodge / Helen & Hard,2011,Helen & Hard,Wood,Others,https://images.adsttc.com/media/images/5014/f898/28ba/0d58/2800/0f80/newsletter/stringio.jpg?1414042687
Ackling Cook Bothy / Reiach and Hall Architects,2011,Reiach And Hall Architects,Wood,Houses,https://images.adsttc.com/media/images/5015/056c/28ba/0d58/2800/1225/newsletter/stringio.jpg?1361421585
Flowing Lake Residence / David Vandervort Architects,2011,David Vandervort Architects,Wood,Houses,https://images.adsttc.com/media/images/5015/0669/28ba/0d58/2800/1258/newsletter/stringio.jpg?1361419771
Wolf Creek View Cabin / Balance Associates Architects,2011,Balance Associates Architects,Wood,Houses,https://images.adsttc.com/media/images/5015/1706/28ba/0d02/f000/0126/newsletter/stringio.jpg?1414421390
House in Geumsan / Eunjoo ROH + studio_GAON,2011,"Hyungnam LIM, Eunjoo ROH, Studio GAON",Wood,Houses,https://images.adsttc.com/media/images/5015/1be2/28ba/0d02/f000/0227/newsletter/stringio.jpg?1414458072
Kona Residence / Belzberg Architects,2011,Belzberg Architects,Wood,Houses,https://images.adsttc.com/media/images/5015/2e33/28ba/0d02/f000/0602/medium_jpg/stringio.jpg?1414489143
Casa 'na' / Studio Architect Shuji Hisada,2011,Studio Architect Shuji Hisada,Wood,Houses,https://images.adsttc.com/media/images/5015/3a8d/28ba/0d02/f000/0891/newsletter/stringio.jpg?1414066256
Aluminium Refinery Officess / Madland Estudio  + Espaciopapel,2011,Madland Estudio & Espacio Papel Arquitectos,Wood,Offices,https://images.adsttc.com/media/images/5015/36a5/28ba/0d02/f000/07c9/newsletter/stringio.jpg?1414567939
The CityDeck / StossLU,2011,Stoss,Wood,Others,https://images.adsttc.com/media/images/5015/386d/28ba/0d02/f000/0824/newsletter/stringio.jpg?1414567831
Summerhill Residence / Edmonds + Lee Architects,2011,Edmonds + Lee Architects,Wood,Houses,https://images.adsttc.com/media/images/5015/3905/28ba/0d02/f000/0847/newsletter/stringio.jpg?1414465506
Private House in Marupe / Open AD / Zane Tetere,2011,Open AD / Zane Tetere,Wood,Houses,https://images.adsttc.com/media/images/5015/2ce5/28ba/0d02/f000/05b1/newsletter/stringio.jpg?1414405063
House in Onomichi / Studio NOA,2011,STUDIOÑ…™NOA Architect & Associates,Wood,Houses,https://images.adsttc.com/media/images/5015/44cc/28ba/0d02/f000/0ab5/newsletter/stringio.jpg?1414091868
McCann-Erickson Riga and Inspired Offices / Open AD,2011,Open AD,Wood,Offices,https://images.adsttc.com/media/images/5015/3e85/28ba/0d02/f000/0978/newsletter/stringio.jpg?1414062572
Water Museum / Juan Domingo Santos,2011,Juan Domingo Santos,Wood,Museum,https://images.adsttc.com/media/images/5015/4bc4/28ba/0d02/f000/0c17/newsletter/stringio.jpg?1414223263
AD Classics: Prairie Chicken House / Herb Greene,2011,Herb Greene,Wood,Houses,https://images.adsttc.com/media/images/5038/0fb6/28ba/0d59/9b00/0c0a/newsletter/stringio.jpg?1414086967
Rounded Loft / A1 Architects,2011,A1 Architects,Wood,Others,https://images.adsttc.com/media/images/5015/66ec/28ba/0d02/f000/114e/newsletter/stringio.jpg?1361418737
The Parlor Pizzeria / Pathangay Architects with Aric and Jennifer Mei,2011,Pathangay Architects with Aric and Jennifer Mei,Wood,Others,https://images.adsttc.com/media/images/5015/655a/28ba/0d02/f000/1103/newsletter/stringio.jpg?1414562252
Cedar House / Omar Gandhi Architect,2011,Omar Gandhi,Wood,Others,https://images.adsttc.com/media/images/5015/8f72/28ba/0d5a/4b00/02b6/newsletter/stringio.jpg?1414479388
Pitfire Pizza / Bestor Architecture,2011,Bestor Architecture,Wood,Others,https://images.adsttc.com/media/images/5015/a101/28ba/0d5a/4b00/06c0/newsletter/stringio.jpg?1361417994
Coffou Cottage / Brininstool + Lynch,2011,Brininstool + Lynch,Wood,Houses,https://images.adsttc.com/media/images/5015/8509/28ba/0d5a/4b00/0031/newsletter/stringio.jpg?1414053273
Higgins Lake House / Jeff Jordan Architects,2011,Jeff Jordan Architects LLC,Wood,Houses,https://images.adsttc.com/media/images/5015/cda2/28ba/0d5a/4b00/0fe9/newsletter/stringio.jpg?1361426013
Flashback: Sunset Cabin / Taylor Smyth Architects,2011,Taylor Smyth Architects,Wood,Others,https://images.adsttc.com/media/images/5015/ce6d/28ba/0d5a/4b00/1014/newsletter/stringio.jpg?1414212891
Cleary Gottlieb Steen & Hamilton / Fabiola Minas Roberto Murgia Simona Oberti,2011,Fabiola Minas Roberto Murgia Simona Oberti,Wood,Offices,https://images.adsttc.com/media/images/5015/d622/28ba/0d5a/4b00/11a4/medium_jpg/stringio.jpg?1414085995
Wooden Chapel / Kieran Donnellan + Darragh Breathnach + Paul O Brien,2011,"Kieran Donnellan, Darragh Breathnach, Paul O Brien, with MEDS Participants",Wood,Others,https://images.adsttc.com/media/images/5015/e22f/28ba/0d5a/4b00/13d7/newsletter/stringio.jpg?1361417938
Liina Transitional Shelter / Aalto University Wood Program,2011,Aalto University Wood Program,Wood,Houses,https://images.adsttc.com/media/images/5016/0448/28ba/0d15/9800/06fa/newsletter/stringio.jpg?1414495020
Farrar Pond Project - FlexFENCE / Mikyoung Kim Design,2011,Mikyoung Kim Design,Wood,Others,https://images.adsttc.com/media/images/5016/0077/28ba/0d15/9800/0636/medium_jpg/stringio.jpg?1414495315
House of Ujina / MAKER,2011,MAKER,Wood,Houses,https://images.adsttc.com/media/images/5016/1f83/28ba/0d15/9800/0cd0/medium_jpg/stringio.jpg?1414095352
Cobbler Caballero Shop / Stewart Hollenstein,2011,Stewart Hollenstein,Wood,Others,https://images.adsttc.com/media/images/5016/3a5e/28ba/0d15/9800/120d/newsletter/stringio.jpg?1427242845
Horse Stable / duval+vives arquitectos,2011,"Duval+Vives Arquitectos / Antonio Duval, Pablo Vives",Wood,Others,https://images.adsttc.com/media/images/5016/5039/28ba/0d14/1600/0403/newsletter/stringio.jpg?1414095928
Cadiz Temporary Pavilion / Breathnach Donnellan with EASA Participants,2011,"Kieran Donnellan, Darragh Breathnach and EASA P",Wood,Others,https://images.adsttc.com/media/images/5016/47bc/28ba/0d14/1600/0241/newsletter/stringio.jpg?1414031408
House of Slope / FujiwaraMuro Architects,2011,Fujiwara,Wood,Houses,https://images.adsttc.com/media/images/5016/4142/28ba/0d14/1600/00ce/newsletter/stringio.jpg?1361423829
YETA / Lab Zero,2011,Lab Zero,Wood,Houses,https://images.adsttc.com/media/images/5016/53d3/28ba/0d14/1600/04b4/newsletter/stringio.jpg?1414478773
Moses Bridge / RO&AD Architecten,2011,RO&AD Architecten,Wood,Others,https://images.adsttc.com/media/images/5016/b840/28ba/0d14/1600/0e2a/medium_jpg/stringio.jpg?1414505131
Chapel Tree of Life / Cerejeira Fontes Arquitectos,2011,Cerejeira Fontes Arquitectos,Wood,Others,https://images.adsttc.com/media/images/5016/6391/28ba/0d14/1600/07d9/newsletter/stringio.jpg?1414467913
Domaine de la Rive / Nadau Lavergne Architects,2011,Nadau Lavergne Architects,Wood,Others,https://images.adsttc.com/media/images/5016/b28f/28ba/0d14/1600/0d14/newsletter/stringio.jpg?1414467290
Artist Studio / Edwards Moore,2011,Edwards Moore,Wood,Offices,https://images.adsttc.com/media/images/5016/d7ad/28ba/0d14/1600/1426/newsletter/stringio.jpg?1414025658
Airhole House / KINO Architects,2011,KINO Architects,Wood,Houses,https://images.adsttc.com/media/images/5016/e3e2/28ba/0d23/5b00/02c3/newsletter/stringio.jpg?1413998371
Blair Barn House / Alchemy Architects,2011,Alchemy Architects,Wood,Others,https://images.adsttc.com/media/images/5016/f587/28ba/0d23/5b00/0687/newsletter/stringio.jpg?1414018679
Le Grand Parquet / Joly&Loiret,2011,Joly&Loiret,Wood,Others,https://images.adsttc.com/media/images/5016/ee0c/28ba/0d23/5b00/04d7/newsletter/stringio.jpg?1414462069
MIMA House / Mima Architects,2011,Mima Architects,Wood,Houses,https://images.adsttc.com/media/images/5017/0767/28ba/0d23/5b00/0a62/newsletter/stringio.jpg?1414460048
Wildbach- &amp; Lawinenverbauung / KREINERarchitektur,2011,KREINE,Wood,Offices,https://images.adsttc.com/media/images/5016/dce4/28ba/0d23/5b00/00f5/newsletter/stringio.jpg?1427763064
Wood Old House / Tadashi Yoshimura Architects,2011,Tadashi Yoshimura Architects,Wood,Houses,https://images.adsttc.com/media/images/5017/10f9/28ba/0d23/5b00/0c62/newsletter/stringio.jpg?1361421563
Foster Loop / Balance Associates Architects,2011,Balance Associates Architects,Wood,Houses,https://images.adsttc.com/media/images/5017/0c8a/28ba/0d23/5b00/0b6a/newsletter/stringio.jpg?1414082385
House in Seya / Suppose Design Offices,2011,Suppose Design Offices,Wood,Houses,https://images.adsttc.com/media/images/5017/0c30/28ba/0d23/5b00/0b58/medium_jpg/stringio.jpg?1414287667
JZ House / Jacobsen Arquitetura,2011,Jacobsen Arquitetura,Wood,Houses,https://images.adsttc.com/media/images/5017/1b04/28ba/0d23/5b00/0e7d/newsletter/stringio.jpg?1414082431
Salt Building / Acton Ostry Architects,2011,Acton Ostry Architects,Wood,Others,https://images.adsttc.com/media/images/5017/21bf/28ba/0d23/5b00/0fd5/newsletter/stringio.jpg?1414000056
House DS / GRAUX &amp; BAEYENS architecten,2012,GRAUX & BAEYENS architecten,Wood,Houses,https://images.adsttc.com/media/images/5004/cb21/28ba/0d4e/8d00/0293/newsletter/stringio.jpg?1414527845
Ornithological Observatory / Manuel Fonseca Gallego,2012,Manuel Fonseca Gallego,Wood,Others,https://images.adsttc.com/media/images/5004/cd76/28ba/0d4e/8d00/03aa/newsletter/stringio.jpg?1413997524
"Dancing Trees, Singing Birds / Hiroshi Nakamura & NAP",2012,Hiroshi Nakamura & NAP,Wood,Houses,https://images.adsttc.com/media/images/5004/d953/28ba/0d4e/8d00/0826/newsletter/stringio.jpg?1414528825
Family House In Kraluv Dvur / OV-A,2012,OV-A,Wood,Houses,https://images.adsttc.com/media/images/5004/d8ea/28ba/0d4e/8d00/0801/newsletter/stringio.jpg?1361396455
Roku Museum / Hiroshi Nakamura & NAP,2012,Hiroshi Nakamura & NAP,Wood,Museum,https://images.adsttc.com/media/images/5004/ddd3/28ba/0d4e/8d00/09d1/medium_jpg/stringio.jpg?1414529603
Shou Sugi Ban / BYTR Architects,2012,BYTR Architects,Wood,Others,https://images.adsttc.com/media/images/5004/dd98/28ba/0d4e/8d00/09bf/newsletter/stringio.jpg?1414529528
Country House In Tupadly / OV-A,2012,OV-A,Wood,Renovation,https://images.adsttc.com/media/images/5004/d835/28ba/0d4e/8d00/07bf/newsletter/stringio.jpg?1414085959
ICD | ITKE Research Pavilion 2011 / ICD/ITKE University of Stuttgart,2012,ICD/ITKE University of Stuttgart,Wood,Others,https://images.adsttc.com/media/images/5004/e8b9/28ba/0d4e/8d00/0dd6/newsletter/stringio.jpg?1414530847
Tantangan Villa / Word of Mouth Architecture,2012,Word of Mouth Architecture,Wood,Houses,https://images.adsttc.com/media/images/5004/e81d/28ba/0d4e/8d00/0d9b/newsletter/stringio.jpg?1414530798
Spa House / Metropolis Design,2012,Metropolis Design,Wood,Houses,https://images.adsttc.com/media/images/5004/ef9d/28ba/0d4e/8d00/1010/newsletter/stringio.jpg?1414009804
The Stork Nest Farm / SGL Projekt,2012,SGL Projekt,Wood,Others,https://images.adsttc.com/media/images/5004/f355/28ba/0d4e/8d00/1114/newsletter/stringio.jpg?1414531616
Queen Anne Mid-Modern / Coop15 Architecture,2012,Coop15 Architecture,Wood,Houses,https://images.adsttc.com/media/images/5004/f009/28ba/0d4e/8d00/102a/newsletter/stringio.jpg?1414531313
Shopping Roof Apartments / OFIS arhitekti,2008,OFIS Architects,Wood,Apartments,https://images.adsttc.com/media/images/500e/e199/28ba/0d0c/c700/0b2c/newsletter/stringio.jpg?1414327429
Read-Nest / Dorte Mandrup,2008,Dorte Mandrup Arkitekter,Wood,Houses,https://images.adsttc.com/media/images/5010/00dc/28ba/0d42/2200/037c/newsletter/stringio.jpg?1361407569
Los Canteros Mountain Refuge / dRN Architects,2008,Nicol?∞s del Rio y Max N???±ez - d,Wood,Houses,https://images.adsttc.com/media/images/5010/1871/28ba/0d42/2200/0a52/newsletter/stringio.jpg?1414336981
Franzen house / SchappacherWhite,2009,Schappacher,WoodHybrid,Houses,https://images.adsttc.com/media/images/500d/eb4c/28ba/0d66/2500/1b20/newsletter/stringio.jpg?1414394322
Dwelling-workhouse HDT / Hoogte Twee Architecten,2009,Hoogte Twee Architecten - Arnhem,WoodHybrid,Houses,https://images.adsttc.com/media/images/5010/4b4b/28ba/0d42/2200/16d9/newsletter/stringio.jpg?1414091637
Aldeburgh Music / Haworth Tompkins,2009,Haworth Tompkins Limited,WoodHybrid,Others,https://images.adsttc.com/media/images/5012/07e3/28ba/0d55/8100/02a3/newsletter/stringio.jpg?1414064318
Lucien Rose Complex / Atelier du Pont,2010,Atelier du Pont,WoodHybrid,Houses,https://images.adsttc.com/media/images/5008/604f/28ba/0d50/da00/02f3/newsletter/stringio.jpg?1414453647
House in Colina / OPA,2010,OPA,WoodHybrid,Houses,https://images.adsttc.com/media/images/5008/754a/28ba/0d50/da00/0923/newsletter/stringio.jpg?1414372673
AD Classics: Denver Central  / Michael Graves & Associates,2010,Michael Graves & Associates,WoodHybrid,Others,https://images.adsttc.com/media/images/5037/ee3d/28ba/0d59/9b00/04f8/newsletter/stringio.jpg?1414219347
Lake Austin Residence / Lake|Flato Architects,2011,Lake|Flato Architects,WoodHybrid,Houses,https://images.adsttc.com/media/images/5007/16c8/28ba/0d41/4800/0f3d/newsletter/stringio.jpg?1361398256
Record House Revisited / David Jameson Architect,2011,David Jameson Architect,WoodHybrid,Houses,https://images.adsttc.com/media/images/5007/20f3/28ba/0d41/4800/1169/newsletter/stringio.jpg?1361398325
Nature Preserve House / John McLeod Architect,2011,John Mc,WoodHybrid,Houses,https://images.adsttc.com/media/images/5013/9be3/28ba/0d39/6300/0381/newsletter/stringio.jpg?1414565056
La Condesa / Michael Hsu Offices of Architecture,2011,Michael Hsu Offices of Architecture,WoodHybrid,Others,https://images.adsttc.com/media/images/5013/a7c4/28ba/0d39/6300/0700/newsletter/stringio.jpg?1415718947
The Gourmet Tea / Alan Chu,2011,Alan Chu,WoodHybrid,Others,https://images.adsttc.com/media/images/5013/c9c2/28ba/0d39/6300/1057/newsletter/stringio.jpg?1416625009
Creative Alliance Cafe / PI.KL Studio  + Kroiz Architecture,2011,PI.KL Studio & Kroiz Architecture,WoodHybrid,Others,https://images.adsttc.com/media/images/5014/eadd/28ba/0d58/2800/0cb6/newsletter/stringio.jpg?1361419974
A-partment / Granda Strovs Architects,2011,Granda Strovs Architects,WoodHybrid,Others,https://images.adsttc.com/media/images/5014/fed9/28ba/0d58/2800/10b3/newsletter/stringio.jpg?1361413433
Tex-Tonic House 1 / Paul McAneary Architects,2011,Paul Mc,WoodHybrid,Houses,https://images.adsttc.com/media/images/5015/165b/28ba/0d02/f000/0102/newsletter/stringio.jpg?1414220612
Doggerij / LEVS Architecten,2011,LEVS Architecten,WoodHybrid,Others,https://images.adsttc.com/media/images/5015/c236/28ba/0d5a/4b00/0d7e/newsletter/stringio.jpg?1361413150
Iron Horse Hotel / The Kubala Washatko Architects,2011,The Kubala Washatko Architects,WoodHybrid,Renovation,https://images.adsttc.com/media/images/5015/e5d7/28ba/0d15/9800/0080/newsletter/stringio.jpg?1361413129
New Campus for University of the Arts London / Stanton Williams,2011,Stanton Williams,WoodHybrid,Others,https://images.adsttc.com/media/images/5016/a1ee/28ba/0d14/1600/09da/newsletter/stringio.jpg?1414467643
House Presenhuber / AFGH,2008,AFGH,WoodHybrid,Houses,https://images.adsttc.com/media/images/500e/cb3d/28ba/0d0c/c700/055d/newsletter/stringio.jpg?1414326035
Mount Baker Residense / PB Elemental Architecture,2008,Pb Elemental Architecture,WoodHybrid,Houses,https://images.adsttc.com/media/images/500e/ccd7/28ba/0d0c/c700/05c8/medium_jpg/stringio.jpg?1414073416
Temporary chapel for the Deaconesses of St-Loup - Localarchitecture / Danilo Mondada + LOCALARCHITECTURE,2008,Localarchitecture & Danilo Mondada,WoodHybrid,Others,https://images.adsttc.com/media/images/5010/1b76/28ba/0d42/2200/0b34/newsletter/stringio.jpg?1417959939
House with a Capsule / KWK PROMES,2009,KWK PROMES,WoodHybrid,Houses,https://images.adsttc.com/media/images/500d/8387/28ba/0d66/2500/0278/newsletter/stringio.jpg?1414005208
21 terraced houses / Vallo Sadovsky Architects,2009,Vallo & Sadovsky Architects,WoodHybrid,Houses,https://images.adsttc.com/media/images/500d/863e/28ba/0d66/2500/0357/newsletter/stringio.jpg?1361406319
House in Martindale Country Club / Alric Galindez Arquitectos,2009,"Alric Galindez Arquitectos / Santiago Alric, Carlos Galindez, Federico Lloveras",WoodHybrid,Houses,https://images.adsttc.com/media/images/500d/cf41/28ba/0d66/2500/1520/newsletter/stringio.jpg?1361391566
